year,fips,heroin_death_rate,heroin_deaths,heroin_treatment_rate,heroin_treatments,hospitalization_rate,hospitalizations,methadone_treatment_rate,methadone_treatments,naloxone_providers,overdose_rate,overdoses,pain_reliever_death_rate,pain_reliever_deaths,county
2011,18,,,32.9,2147.0,2.7,173.0,2.2,144.0,,28.5,1856.0,,,INDIANA
2011,18001,,,75.6,26.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Adams
2011,18003,,,9.8,35.0,0.0,0.0,2.8,10.0,,14.0,50.0,,,Allen
2011,18005,,,0.0,0.0,0.0,0.0,0.0,0.0,,19.3,15.0,,,Bartholomew
2011,18007,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Benton
2011,18009,,,0.0,0.0,0.0,0.0,0.0,0.0,,63.5,8.0,,,Blackford
2011,18011,,,48.7,28.0,0.0,0.0,0.0,0.0,,31.3,18.0,,,Boone
2011,18013,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Brown
2011,18015,,,30.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Carroll
2011,18017,,,0.0,0.0,0.0,0.0,0.0,0.0,,18.0,7.0,,,Cass
2011,18019,,,11.7,13.0,0.0,0.0,0.0,0.0,,29.6,33.0,,,Clark
2011,18021,,,0.0,0.0,0.0,0.0,0.0,0.0,,33.5,9.0,,,Clay
2011,18023,,,0.0,0.0,0.0,0.0,0.0,0.0,,63.4,21.0,,,Clinton
2011,18025,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Crawford
2011,18027,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Daviess
2011,18029,,,116.0,58.0,0.0,0.0,0.0,0.0,,14.0,7.0,,,Dearborn
2011,18031,,,0.0,0.0,0.0,0.0,0.0,0.0,,46.4,12.0,,,Decatur
2011,18033,,,0.0,0.0,0.0,0.0,0.0,0.0,,18.8,8.0,,,DeKalb
2011,18035,,,10.2,12.0,0.0,0.0,6.8,8.0,,11.9,14.0,,,Delaware
2011,18037,,,0.0,0.0,0.0,0.0,0.0,0.0,,14.2,6.0,,,Dubois
2011,18039,,,7.5,15.0,0.0,0.0,0.0,0.0,,11.6,23.0,,,Elkhart
2011,18041,,,20.6,5.0,0.0,0.0,0.0,0.0,,49.4,12.0,,,Fayette
2011,18043,,,17.3,13.0,0.0,0.0,0.0,0.0,,25.3,19.0,,,Floyd
2011,18045,,,46.5,8.0,0.0,0.0,0.0,0.0,,29.0,5.0,,,Fountain
2011,18047,,,26.0,6.0,0.0,0.0,0.0,0.0,,34.7,8.0,,,Franklin
2011,18049,,,0.0,0.0,0.0,0.0,0.0,0.0,,33.5,7.0,,,Fulton
2011,18051,,,0.0,0.0,0.0,0.0,0.0,0.0,,20.9,7.0,,,Gibson
2011,18053,,,0.0,0.0,0.0,0.0,0.0,0.0,,28.7,20.0,,,Grant
2011,18055,,,0.0,0.0,0.0,0.0,0.0,0.0,,15.2,5.0,,,Greene
2011,18057,,,25.5,72.0,0.0,0.0,0.0,0.0,,20.2,57.0,,,Hamilton
2011,18059,,,7.1,5.0,0.0,0.0,0.0,0.0,,28.4,20.0,,,Hancock
2011,18061,,,17.8,7.0,0.0,0.0,0.0,0.0,,40.7,16.0,,,Harrison
2011,18063,,,30.4,45.0,0.0,0.0,0.0,0.0,,33.1,49.0,,,Hendricks
2011,18065,,,22.3,11.0,0.0,0.0,0.0,0.0,,22.3,11.0,,,Henry
2011,18067,,,25.4,21.0,0.0,0.0,29.0,24.0,,61.6,51.0,,,Howard
2011,18069,,,0.0,0.0,0.0,0.0,0.0,0.0,,40.3,15.0,,,Huntington
2011,18071,,,34.9,15.0,0.0,0.0,0.0,0.0,,25.6,11.0,,,Jackson
2011,18073,,,20.9,7.0,18.0,6.0,0.0,0.0,,29.9,10.0,,,Jasper
2011,18075,,,0.0,0.0,0.0,0.0,0.0,0.0,,42.2,9.0,,,Jay
2011,18077,,,0.0,0.0,0.0,0.0,0.0,0.0,,37.2,12.0,,,Jefferson
2011,18079,,,0.0,0.0,0.0,0.0,0.0,0.0,,39.0,11.0,,,Jennings
2011,18081,,,23.3,33.0,0.0,0.0,0.0,0.0,,33.2,47.0,,,Johnson
2011,18083,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Knox
2011,18085,,,0.0,0.0,0.0,0.0,0.0,0.0,,22.0,17.0,,,Kosciusko
2011,18087,,,58.9,22.0,0.0,0.0,0.0,0.0,,18.7,7.0,,,LaGrange
2011,18089,,,86.6,429.0,4.2,21.0,0.0,0.0,,23.8,118.0,,,Lake
2011,18091,,,118.5,132.0,7.2,8.0,0.0,0.0,,42.2,47.0,,,LaPorte
2011,18093,,,0.0,0.0,0.0,0.0,0.0,0.0,,58.4,27.0,,,Lawrence
2011,18095,,,7.6,10.0,0.0,0.0,0.0,0.0,,48.0,63.0,,,Madison
2011,18097,,,60.2,549.0,5.3,48.0,2.4,22.0,,38.8,354.0,,,Marion
2011,18099,,,0.0,0.0,0.0,0.0,0.0,0.0,,14.9,7.0,,,Marshall
2011,18101,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Martin
2011,18103,,,0.0,0.0,0.0,0.0,0.0,0.0,,38.2,14.0,,,Miami
2011,18105,,,17.2,24.0,0.0,0.0,0.0,0.0,,14.3,20.0,,,Monroe
2011,18107,,,59.8,23.0,0.0,0.0,0.0,0.0,,52.0,20.0,,,Montgomery
2011,18109,,,37.4,26.0,7.2,5.0,0.0,0.0,,69.1,48.0,,,Morgan
2011,18111,,,42.4,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Newton
2011,18113,,,0.0,0.0,0.0,0.0,0.0,0.0,,14.7,7.0,,,Noble
2011,18115,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Ohio
2011,18117,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Orange
2011,18119,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Owen
2011,18121,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Parke
2011,18123,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Perry
2011,18125,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Pike
2011,18127,,,88.2,146.0,5.4,9.0,0.0,0.0,,29.6,49.0,,,Porter
2011,18129,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Posey
2011,18131,,,0.0,0.0,0.0,0.0,0.0,0.0,,59.9,8.0,,,Pulaski
2011,18133,,,0.0,0.0,0.0,0.0,0.0,0.0,,23.7,9.0,,,Putnam
2011,18135,,,46.0,12.0,0.0,0.0,0.0,0.0,,19.2,5.0,,,Randolph
2011,18137,,,31.3,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Ripley
2011,18139,,,0.0,0.0,0.0,0.0,0.0,0.0,,28.9,5.0,,,Rush
2011,18141,,,34.1,91.0,3.7,10.0,0.0,0.0,,28.9,77.0,,,St. Joseph
2011,18143,,,0.0,0.0,0.0,0.0,0.0,0.0,,87.5,21.0,,,Scott
2011,18145,,,11.3,5.0,0.0,0.0,0.0,0.0,,58.6,26.0,,,Shelby
2011,18147,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Spencer
2011,18149,,,77.6,18.0,0.0,0.0,0.0,0.0,,56.0,13.0,,,Starke
2011,18151,,,0.0,0.0,0.0,0.0,0.0,0.0,,17.6,6.0,,,Steuben
2011,18153,,,0.0,0.0,0.0,0.0,0.0,0.0,,28.1,6.0,,,Sullivan
2011,18155,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Switzerland
2011,18157,,,27.5,48.0,0.0,0.0,0.0,0.0,,28.0,49.0,,,Tippecanoe
2011,18159,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Tipton
2011,18161,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Union
2011,18163,,,3.3,6.0,0.0,0.0,0.0,0.0,,18.9,34.0,,,Vanderburgh
2011,18165,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Vermillion
2011,18167,,,4.6,5.0,0.0,0.0,4.6,5.0,,13.9,15.0,,,Vigo
2011,18169,,,49.1,16.0,0.0,0.0,18.4,6.0,,52.1,17.0,,,Wabash
2011,18171,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Warren
2011,18173,,,0.0,0.0,0.0,0.0,0.0,0.0,,16.6,10.0,,,Warrick
2011,18175,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Washington
2011,18177,,,94.7,65.0,16.0,11.0,0.0,0.0,,64.1,44.0,,,Wayne
2011,18179,,,0.0,0.0,0.0,0.0,0.0,0.0,,32.5,9.0,,,Wells
2011,18181,,,0.0,0.0,0.0,0.0,0.0,0.0,,36.4,9.0,,,White
2011,18183,,,0.0,0.0,0.0,0.0,0.0,0.0,,27.0,9.0,,,Whitley
2012,18,1.7,110.0,42.8,2800.0,3.9,257.0,2.5,166.0,,30.1,1969.0,3.2,206.0,INDIANA
2012,18001,0.0,0.0,14.5,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Adams
2012,18003,0.0,0.0,62.2,224.0,1.9,7.0,2.2,8.0,,16.4,59.0,0.0,5.0,Allen
2012,18005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26.5,21.0,0.0,1.0,Bartholomew
2012,18007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Benton
2012,18009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,72.0,9.0,0.0,1.0,Blackford
2012,18011,0.0,1.0,54.3,32.0,15.3,9.0,0.0,0.0,,35.6,21.0,0.0,3.0,Boone
2012,18013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Brown
2012,18015,0.0,0.0,44.8,9.0,0.0,0.0,0.0,0.0,,24.9,5.0,0.0,0.0,Carroll
2012,18017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,5.0,0.0,0.0,Cass
2012,18019,0.0,2.0,25.9,29.0,10.7,12.0,0.0,0.0,,42.0,47.0,0.0,9.0,Clark
2012,18021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26.1,7.0,0.0,0.0,Clay
2012,18023,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,69.7,23.0,0.0,0.0,Clinton
2012,18025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Crawford
2012,18027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,Daviess
2012,18029,0.0,6.0,168.8,84.0,0.0,0.0,0.0,0.0,,18.1,9.0,0.0,4.0,Dearborn
2012,18031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,23.0,6.0,0.0,0.0,Decatur
2012,18033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.2,6.0,0.0,0.0,DeKalb
2012,18035,0.0,2.0,7.7,9.0,8.5,10.0,10.2,12.0,,19.6,23.0,0.0,9.0,Delaware
2012,18037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Dubois
2012,18039,0.0,3.0,13.0,26.0,0.0,0.0,0.0,0.0,,13.0,26.0,0.0,5.0,Elkhart
2012,18041,0.0,0.0,62.4,15.0,20.8,5.0,0.0,0.0,,62.4,15.0,0.0,1.0,Fayette
2012,18043,0.0,3.0,17.3,13.0,9.3,7.0,0.0,0.0,,37.2,28.0,0.0,6.0,Floyd
2012,18045,0.0,0.0,29.2,5.0,0.0,0.0,0.0,0.0,,35.0,6.0,0.0,0.0,Fountain
2012,18047,0.0,0.0,56.6,13.0,0.0,0.0,0.0,0.0,,26.1,6.0,0.0,3.0,Franklin
2012,18049,0.0,1.0,28.9,6.0,0.0,0.0,0.0,0.0,,33.8,7.0,0.0,0.0,Fulton
2012,18051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,23.9,8.0,0.0,0.0,Gibson
2012,18053,0.0,0.0,7.2,5.0,0.0,0.0,11.5,8.0,,36.1,25.0,0.0,0.0,Grant
2012,18055,0.0,0.0,18.2,6.0,0.0,0.0,0.0,0.0,,33.4,11.0,0.0,0.0,Greene
2012,18057,0.0,3.0,19.7,57.0,2.8,8.0,0.0,0.0,,24.2,70.0,0.0,2.0,Hamilton
2012,18059,0.0,2.0,11.3,8.0,0.0,0.0,0.0,0.0,,36.7,26.0,0.0,1.0,Hancock
2012,18061,0.0,0.0,17.9,7.0,0.0,0.0,0.0,0.0,,23.0,9.0,0.0,1.0,Harrison
2012,18063,0.0,3.0,25.3,38.0,0.0,0.0,0.0,0.0,,19.3,29.0,0.0,1.0,Hendricks
2012,18065,0.0,0.0,20.3,10.0,0.0,0.0,0.0,0.0,,30.4,15.0,0.0,2.0,Henry
2012,18067,0.0,0.0,22.9,19.0,0.0,0.0,19.3,16.0,,55.5,46.0,0.0,0.0,Howard
2012,18069,0.0,0.0,62.2,23.0,0.0,0.0,0.0,0.0,,29.7,11.0,0.0,1.0,Huntington
2012,18071,0.0,0.0,30.2,13.0,0.0,0.0,0.0,0.0,,16.2,7.0,0.0,2.0,Jackson
2012,18073,0.0,0.0,59.8,20.0,14.9,5.0,0.0,0.0,,20.9,7.0,0.0,0.0,Jasper
2012,18075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,23.4,5.0,0.0,1.0,Jay
2012,18077,0.0,1.0,18.4,6.0,0.0,0.0,0.0,0.0,,24.6,8.0,0.0,0.0,Jefferson
2012,18079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,49.7,14.0,0.0,5.0,Jennings
2012,18081,0.0,1.0,16.8,24.0,0.0,0.0,0.0,0.0,,34.9,50.0,0.0,1.0,Johnson
2012,18083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.7,6.0,0.0,1.0,Knox
2012,18085,0.0,1.0,64.4,50.0,0.0,0.0,0.0,0.0,,29.6,23.0,0.0,0.0,Kosciusko
2012,18087,0.0,0.0,18.7,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,LaGrange
2012,18089,3.0,15.0,89.9,444.0,7.3,36.0,1.4,7.0,,28.6,141.0,0.0,1.0,Lake
2012,18091,0.0,3.0,133.9,149.0,5.4,6.0,0.0,0.0,,38.7,43.0,0.0,1.0,LaPorte
2012,18093,0.0,2.0,19.5,9.0,0.0,0.0,0.0,0.0,,45.6,21.0,0.0,0.0,Lawrence
2012,18095,0.0,1.0,13.0,17.0,0.0,0.0,3.8,5.0,,50.6,66.0,19.2,25.0,Madison
2012,18097,2.8,26.0,55.5,510.0,6.9,63.0,1.0,9.0,,39.8,366.0,2.9,27.0,Marion
2012,18099,0.0,0.0,110.6,52.0,0.0,0.0,0.0,0.0,,36.2,17.0,0.0,0.0,Marshall
2012,18101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Martin
2012,18103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.4,6.0,0.0,1.0,Miami
2012,18105,0.0,1.0,34.0,48.0,0.0,0.0,5.0,7.0,,17.0,24.0,0.0,3.0,Monroe
2012,18107,0.0,1.0,88.9,34.0,0.0,0.0,0.0,0.0,,75.8,29.0,0.0,0.0,Montgomery
2012,18109,0.0,1.0,60.6,42.0,7.2,5.0,0.0,0.0,,75.0,52.0,0.0,3.0,Morgan
2012,18111,0.0,0.0,57.0,8.0,0.0,0.0,0.0,0.0,,35.6,5.0,0.0,0.0,Newton
2012,18113,0.0,0.0,65.2,31.0,0.0,0.0,0.0,0.0,,21.0,10.0,0.0,0.0,Noble
2012,18115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Ohio
2012,18117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,55.9,11.0,0.0,0.0,Orange
2012,18119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Owen
2012,18121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Parke
2012,18123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,46.2,9.0,0.0,2.0,Perry
2012,18125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,Pike
2012,18127,6.0,10.0,115.3,191.0,4.2,7.0,0.0,0.0,,26.0,43.0,0.0,7.0,Porter
2012,18129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Posey
2012,18131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,68.6,9.0,0.0,1.0,Pulaski
2012,18133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.7,15.0,0.0,0.0,Putnam
2012,18135,0.0,1.0,81.3,21.0,0.0,0.0,0.0,0.0,,38.7,10.0,0.0,0.0,Randolph
2012,18137,0.0,0.0,94.5,27.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Ripley
2012,18139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Rush
2012,18141,0.0,9.0,49.2,131.0,4.9,13.0,0.0,0.0,,33.8,90.0,3.8,10.0,St. Joseph
2012,18143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,84.1,20.0,0.0,7.0,Scott
2012,18145,0.0,0.0,15.7,7.0,0.0,0.0,0.0,0.0,,56.2,25.0,0.0,1.0,Shelby
2012,18147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Spencer
2012,18149,0.0,1.0,90.5,21.0,0.0,0.0,0.0,0.0,,47.4,11.0,0.0,2.0,Starke
2012,18151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.6,6.0,0.0,3.0,Steuben
2012,18153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.5,9.0,0.0,0.0,Sullivan
2012,18155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,Switzerland
2012,18157,0.0,2.0,29.9,53.0,3.9,7.0,0.0,0.0,,33.8,60.0,0.0,4.0,Tippecanoe
2012,18159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,Tipton
2012,18161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Union
2012,18163,0.0,0.0,0.0,0.0,0.0,0.0,6.1,11.0,,16.6,30.0,15.5,28.0,Vanderburgh
2012,18165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Vermillion
2012,18167,0.0,1.0,11.1,12.0,0.0,0.0,0.0,0.0,,10.1,11.0,0.0,2.0,Vigo
2012,18169,0.0,0.0,123.6,40.0,0.0,0.0,27.8,9.0,,18.5,6.0,0.0,0.0,Wabash
2012,18171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,Warren
2012,18173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18.2,11.0,0.0,1.0,Warrick
2012,18175,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,32.2,9.0,0.0,4.0,Washington
2012,18177,0.0,0.0,130.2,89.0,7.3,5.0,0.0,0.0,,54.1,37.0,0.0,0.0,Wayne
2012,18179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,43.4,12.0,0.0,0.0,Wells
2012,18181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,24.6,6.0,0.0,1.0,White
2012,18183,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,,21.0,7.0,0.0,0.0,Whitley
2013,18,2.3,152.0,48.2,3168.0,5.6,370.0,2.3,148.0,,32.8,2157.0,2.6,168.0,INDIANA
2013,18001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.3,6.0,0.0,1.0,Adams
2013,18003,0.0,0.0,30.3,110.0,3.9,14.0,2.8,10.0,,15.7,57.0,0.0,7.0,Allen
2013,18005,0.0,1.0,16.3,13.0,0.0,0.0,6.3,5.0,,21.4,17.0,0.0,0.0,Bartholomew
2013,18007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Benton
2013,18009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,Blackford
2013,18011,0.0,1.0,39.7,24.0,8.3,5.0,0.0,0.0,,38.0,23.0,0.0,1.0,Boone
